OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE_FIXED,REPORT_DATE,OCC_DATE_FIXED,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
6316,GO-20191388890,2019-07-24,1.56394E+12,2019-07-19,1.56351E+12,2019,July,24,205,Wednesday ,8,2019,July,19,200,Friday    ,14,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,109,Caledonia-Fairbank,109,Caledonia-Fairbank (109),-79.45279211,43.68692555
6317,GO-20199023586,2019-07-24,1.56394E+12,2019-07-16,1.56325E+12,2019,July,24,205,Wednesday ,17,2019,July,16,197,Tuesday   ,11,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38071926,43.66355444
6318,GO-20191392199,2019-07-24,1.56394E+12,2019-07-24,1.56394E+12,2019,July,24,205,Wednesday ,16,2019,July,24,205,Wednesday ,16,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,211,Theft Over - Distraction,Theft Over,155,Downsview,26,Downsview-Roding-CFB (26),-79.48217169,43.72726155
6319,GO-20191389718,2019-07-24,1.56394E+12,2019-07-18,1.56342E+12,2019,July,24,205,Wednesday ,13,2019,July,18,199,Thursday  ,0,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,37,Willowdale West,37,Willowdale West (37),-79.41906999,43.76886103
6320,GO-20191368263,2019-07-25,1.56403E+12,2019-07-20,1.5636E+12,2019,July,25,206,Thursday  ,12,2019,July,20,201,Saturday  ,14,D32,Ttc Bus,Transit,2130,210,Theft Over,Theft Over,50,Newtonbrook East,50,Newtonbrook East (50),-79.41734678,43.78706258
6321,GO-20191392539,2019-07-25,1.56403E+12,2019-04-12,1.55504E+12,2019,July,25,206,Thursday  ,11,2019,April,12,102,Friday    ,12,D11,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,88,High Park North,88,High Park North (88),-79.46821933,43.65632622
6322,GO-20191396249,2019-07-25,1.56403E+12,2019-07-25,1.56403E+12,2019,July,25,206,Thursday  ,7,2019,July,25,206,Thursday  ,4,D22,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.50982649,43.62057138
6323,GO-20191397234,2019-07-25,1.56403E+12,2019-07-24,1.56394E+12,2019,July,25,206,Thursday  ,10,2019,July,24,205,Wednesday ,21,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.40310191,43.64488424
6324,GO-20191396977,2019-07-25,1.56403E+12,2019-07-24,1.56394E+12,2019,July,25,206,Thursday  ,10,2019,July,24,205,Wednesday ,20,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.37499277,43.69102314
6325,GO-20191398691,2019-07-25,1.56403E+12,2019-07-25,1.56403E+12,2019,July,25,206,Thursday  ,16,2019,July,25,206,Thursday  ,16,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39214564,43.64559165
6326,GO-20191406761,2019-07-26,1.56411E+12,2019-05-01,1.55668E+12,2019,July,26,207,Friday    ,17,2019,May,1,121,Wednesday ,12,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.57300613,43.68855752
6327,GO-20191405197,2019-07-26,1.56411E+12,2019-04-01,1.55409E+12,2019,July,26,207,Friday    ,11,2019,April,1,91,Monday    ,14,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.42511558,43.74063656
6328,GO-20191403759,2019-07-26,1.56411E+12,2019-07-25,1.56403E+12,2019,July,26,207,Friday    ,7,2019,July,25,206,Thursday  ,19,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,215,Theft Over - Bicycle,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.40521459,43.63746729
6329,GO-20191405071,2019-07-26,1.56411E+12,2019-07-26,1.56411E+12,2019,July,26,207,Friday    ,11,2019,July,26,207,Friday    ,11,D55,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.32798881,43.67684891
6330,GO-20191413554,2019-07-27,1.5642E+12,2017-08-09,1.50225E+12,2019,July,27,208,Saturday  ,14,2017,August,9,221,Wednesday ,0,D31,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,24,Black Creek,24,Black Creek (24),-79.52252088,43.77123626
6331,GO-20191413364,2019-07-27,1.5642E+12,2019-07-27,1.5642E+12,2019,July,27,208,Saturday  ,14,2019,July,27,208,Saturday  ,13,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,109,Caledonia-Fairbank,109,Caledonia-Fairbank (109),-79.45358475,43.68901652
6332,GO-20191420160,2019-07-28,1.56429E+12,2019-07-27,1.5642E+12,2019,July,28,209,Sunday    ,14,2019,July,27,208,Saturday  ,12,D42,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,2130,211,Theft Over - Distraction,Theft Over,130,Milliken,130,Milliken (130),-79.30046588,43.80890718
6333,GO-20191422082,2019-07-28,1.56429E+12,2019-07-28,1.56429E+12,2019,July,28,209,Sunday    ,19,2019,July,28,209,Sunday    ,19,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,211,Theft Over - Distraction,Theft Over,116,Steeles,116,Steeles (116),-79.32678506,43.81311921
6334,GO-20191425281,2019-07-29,1.56437E+12,2019-07-18,1.56342E+12,2019,July,29,210,Monday    ,10,2019,July,18,199,Thursday  ,20,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,145,Malvern West,132,Malvern (132),-79.22540453,43.80619616
6335,GO-20191426230,2019-07-29,1.56437E+12,2019-07-23,1.56385E+12,2019,July,29,210,Monday    ,12,2019,July,23,204,Tuesday   ,7,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38342307,43.64507725
6336,GO-20191426081,2019-07-29,1.56437E+12,2019-07-27,1.5642E+12,2019,July,29,210,Monday    ,11,2019,July,27,208,Saturday  ,10,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,211,Theft Over - Distraction,Theft Over,130,Milliken,130,Milliken (130),-79.30046588,43.80890718
6337,GO-20191428064,2019-07-29,1.56437E+12,2019-07-11,1.56282E+12,2019,July,29,210,Monday    ,16,2019,July,11,192,Thursday  ,11,D14,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,85,South Parkdale,85,South Parkdale (85),-79.4407796,43.63645194
6338,GO-20191426042,2019-07-29,1.56437E+12,2019-05-20,1.55832E+12,2019,July,29,210,Monday    ,11,2019,May,20,140,Monday    ,15,D52,"Police / Courts (Parole Board, Probation Office)",Other,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38171461,43.65188758
6339,GO-20191427875,2019-07-29,1.56437E+12,2019-07-26,1.56411E+12,2019,July,29,210,Monday    ,18,2019,July,26,207,Friday    ,21,D55,"Open Areas (Lakes, Parks, Rivers)",Outside,2130,210,Theft Over,Theft Over,63,The Beaches,63,The Beaches (63),-79.31212339,43.66733917
6340,GO-20191436989,2019-07-30,1.56446E+12,2019-07-25,1.56403E+12,2019,July,30,211,Tuesday   ,21,2019,July,25,206,Thursday  ,9,NSA,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-85.48874388,0
6341,GO-20191435533,2019-07-30,1.56446E+12,2019-07-30,1.56446E+12,2019,July,30,211,Tuesday   ,19,2019,July,30,211,Tuesday   ,19,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51535939,43.75760604
6342,GO-20191434767,2019-07-30,1.56446E+12,2019-07-30,1.56446E+12,2019,July,30,211,Tuesday   ,15,2019,July,30,211,Tuesday   ,15,D11,Nursing Home,Other,2130,210,Theft Over,Theft Over,88,High Park North,88,High Park North (88),-79.47117637,43.65225042
6343,GO-20191435106,2019-07-30,1.56446E+12,2019-05-31,1.55928E+12,2019,July,30,211,Tuesday   ,16,2019,May,31,151,Friday    ,17,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,52,Bayview Village,52,Bayview Village (52),-79.38738585,43.78071974
6344,GO-20199024546,2019-07-31,1.56455E+12,2019-07-30,1.56446E+12,2019,July,31,212,Wednesday ,17,2019,July,30,211,Tuesday   ,14,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.3574898,43.75348704
6345,GO-20191440364,2019-07-31,1.56455E+12,2019-07-31,1.56455E+12,2019,July,31,212,Wednesday ,12,2019,July,31,212,Wednesday ,10,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,53,Henry Farm,53,Henry Farm (53),-79.35176546,43.76850928
6346,GO-20191440264,2019-07-31,1.56455E+12,2019-07-27,1.5642E+12,2019,July,31,212,Wednesday ,11,2019,July,27,208,Saturday  ,5,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.37146136,43.649444
6347,GO-20191447364,2019-08-01,1.56463E+12,2019-07-24,1.56394E+12,2019,August,1,213,Thursday  ,12,2019,July,24,205,Wednesday ,12,D43,Retirement Home,Other,2130,220,Theft - Misapprop Funds Over,Theft Over,157,Bendale South,127,Bendale (127),-79.24743936,43.75419883
6348,GO-20191447720,2019-08-01,1.56463E+12,2019-08-01,1.56463E+12,2019,August,1,213,Thursday  ,10,2019,August,1,213,Thursday  ,10,D23,"Open Areas (Lakes, Parks, Rivers)",Outside,2130,210,Theft Over,Theft Over,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.52317461,43.69918102
6349,GO-20191449190,2019-08-01,1.56463E+12,2019-07-28,1.56429E+12,2019,August,1,213,Thursday  ,14,2019,July,28,209,Sunday    ,20,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.55676542,43.7654495
6350,GO-20191443195,2019-08-01,1.56463E+12,2019-07-31,1.56455E+12,2019,August,1,213,Thursday  ,20,2019,July,31,212,Wednesday ,0,D33,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.36250695,43.760866
6351,GO-20191448930,2019-08-01,1.56463E+12,2019-06-24,1.56135E+12,2019,August,1,213,Thursday  ,13,2019,June,24,175,Monday    ,13,D42,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.24520537,43.7925279
6352,GO-20191448062,2019-08-01,1.56463E+12,2019-04-19,1.55565E+12,2019,August,1,213,Thursday  ,12,2019,April,19,109,Friday    ,12,D41,Schools During Supervised Activity,Educational,2130,210,Theft Over,Theft Over,121,Oakridge,121,Oakridge (121),-79.28239686,43.6956353
6353,GO-20191447831,2019-08-01,1.56463E+12,2019-08-01,1.56463E+12,2019,August,1,213,Thursday  ,11,2019,August,1,213,Thursday  ,11,D31,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,24,Black Creek,24,Black Creek (24),-79.51811201,43.75896894
6354,GO-20191447529,2019-08-01,1.56463E+12,2019-08-01,1.56463E+12,2019,August,1,213,Thursday  ,10,2019,August,1,213,Thursday  ,10,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,220,Theft - Misapprop Funds Over,Theft Over,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58862024,43.75240385
6355,GO-20191458164,2019-08-02,1.56472E+12,2019-07-25,1.56403E+12,2019,August,2,214,Friday    ,17,2019,July,25,206,Thursday  ,8,D22,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),-79.511515,43.68257171
6356,GO-20191440404,2019-08-02,1.56472E+12,2019-07-26,1.56411E+12,2019,August,2,214,Friday    ,9,2019,July,26,207,Friday    ,17,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.54707391,43.76461762
6357,GO-20191456993,2019-08-02,1.56472E+12,2019-08-01,1.56463E+12,2019,August,2,214,Friday    ,16,2019,August,1,213,Thursday  ,14,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51535939,43.75760604
6358,GO-20191462461,2019-08-04,1.56489E+12,2019-03-04,1.55168E+12,2019,August,4,216,Sunday    ,18,2019,March,4,63,Monday    ,10,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3368105,43.73097319
6359,GO-20191471255,2019-08-04,1.56489E+12,2017-04-24,1.49301E+12,2019,August,4,216,Sunday    ,16,2017,April,24,114,Monday    ,12,D52,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3916165,43.64428753
6360,GO-20191476263,2019-08-05,1.56498E+12,2019-07-04,1.56221E+12,2019,August,5,217,Monday    ,11,2019,July,4,185,Thursday  ,12,D42,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.24520537,43.7925279
6361,GO-20191475658,2019-08-05,1.56498E+12,2019-08-05,1.56498E+12,2019,August,5,217,Monday    ,12,2019,August,5,217,Monday    ,8,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38080656,43.64988652
6362,GO-20191485010,2019-08-06,1.56506E+12,2019-07-26,1.56411E+12,2019,August,6,218,Tuesday   ,17,2019,July,26,207,Friday    ,19,D23,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.57300095,43.70257381
6363,GO-20191484729,2019-08-06,1.56506E+12,2019-08-06,1.56506E+12,2019,August,6,218,Tuesday   ,15,2019,August,6,218,Tuesday   ,15,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60173404,43.71843663
6364,GO-20191487127,2019-08-06,1.56506E+12,2019-08-06,1.56506E+12,2019,August,6,218,Tuesday   ,21,2019,August,6,218,Tuesday   ,14,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39844216,43.65388985
6365,GO-20191485276,2019-08-06,1.56506E+12,2019-08-01,1.56463E+12,2019,August,6,218,Tuesday   ,17,2019,August,1,213,Thursday  ,9,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,144,Morningside Heights,131,Rouge (131),-79.24455285,43.82921713
6366,GO-20191490813,2019-08-07,1.56515E+12,2019-08-07,1.56515E+12,2019,August,7,219,Wednesday ,12,2019,August,7,219,Wednesday ,12,NSA,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-79.62634657,43.71493524
6367,GO-20191494033,2019-08-07,1.56515E+12,2019-08-07,1.56515E+12,2019,August,7,219,Wednesday ,19,2019,August,7,219,Wednesday ,18,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45474025,43.71967801
6368,GO-20191490568,2019-08-07,1.56515E+12,2019-08-07,1.56515E+12,2019,August,7,219,Wednesday ,11,2019,August,7,219,Wednesday ,11,NSA,Nursing Home,Other,2130,220,Theft - Misapprop Funds Over,Theft Over,NSA,NSA,NSA,NSA,-79.67792638,43.58640334
6369,GO-20191501412,2019-08-08,1.56524E+12,2019-08-08,1.56524E+12,2019,August,8,220,Thursday  ,20,2019,August,8,220,Thursday  ,19,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51535939,43.75760604
6370,GO-20191506086,2019-08-09,1.56532E+12,2019-08-09,1.56532E+12,2019,August,9,221,Friday    ,13,2019,August,9,221,Friday    ,13,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,97,Yonge-St.Clair,97,Yonge-St.Clair (97),-79.39488775,43.68999483
6371,GO-20191506789,2019-08-09,1.56532E+12,2019-08-07,1.56515E+12,2019,August,9,221,Friday    ,15,2019,August,7,219,Wednesday ,6,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,73,Moss Park,73,Moss Park (73),-79.36645803,43.65262105
6372,GO-20191505586,2019-08-09,1.56532E+12,2019-08-02,1.56472E+12,2019,August,9,221,Friday    ,12,2019,August,2,214,Friday    ,17,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,152,East Willowdale,51,Willowdale East (51),-79.40789222,43.76419323
6373,GO-20191512500,2019-08-10,1.56541E+12,2019-08-10,1.56541E+12,2019,August,10,222,Saturday  ,11,2019,August,10,222,Saturday  ,11,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.37659737,43.6407746
6374,GO-20199025646,2019-08-10,1.56541E+12,2019-08-10,1.56541E+12,2019,August,10,222,Saturday  ,13,2019,August,10,222,Saturday  ,5,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38410773,43.66846411
6375,GO-20191514116,2019-08-10,1.56541E+12,2019-08-05,1.56498E+12,2019,August,10,222,Saturday  ,15,2019,August,5,217,Monday    ,0,D31,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.48827474,43.76408092
6376,GO-20191515499,2019-08-10,1.56541E+12,2019-07-26,1.56411E+12,2019,August,10,222,Saturday  ,19,2019,July,26,207,Friday    ,18,D22,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2132,200,Theft From Motor Vehicle Over,Theft Over,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.52019849,43.60589997
6377,GO-20191520487,2019-08-11,1.5655E+12,2019-08-07,1.56515E+12,2019,August,11,223,Sunday    ,14,2019,August,7,219,Wednesday ,19,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,53,Henry Farm,53,Henry Farm (53),-79.33205944,43.77367112
6378,GO-20191520401,2019-08-11,1.5655E+12,2019-05-01,1.55668E+12,2019,August,11,223,Sunday    ,14,2019,May,1,121,Wednesday ,12,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.51727312,43.61419439
6379,GO-20191525259,2019-08-12,1.56558E+12,2019-08-09,1.56532E+12,2019,August,12,224,Monday    ,8,2019,August,9,221,Friday    ,16,D31,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,22,Humbermede,22,Humbermede (22),-79.53084772,43.74180693
6380,GO-20191529266,2019-08-12,1.56558E+12,2019-07-13,1.56299E+12,2019,August,12,224,Monday    ,18,2019,July,13,194,Saturday  ,18,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3805775,43.64641459
6381,GO-20191514158,2019-08-12,1.56558E+12,2019-07-31,1.56455E+12,2019,August,12,224,Monday    ,10,2019,July,31,212,Wednesday ,17,D23,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.61077713,43.7339786
6382,GO-20191527716,2019-08-12,1.56558E+12,2019-08-06,1.56506E+12,2019,August,12,224,Monday    ,14,2019,August,6,218,Tuesday   ,18,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,95,Annex,95,Annex (95),-79.39072264,43.67124218
6383,GO-20191526492,2019-08-12,1.56558E+12,2019-08-11,1.5655E+12,2019,August,12,224,Monday    ,13,2019,August,11,223,Sunday    ,12,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken,130,Milliken (130),-79.2646343,43.82980248
